DIA  , DESAYUNO  , COLACION_MATUTINA  , COMIDA_ENTRADA  , COMIDA_PRINCIPAL  , COLACION_VESPERTINA  , CENA  , EQUIVALENTEAZUCARESCONGRASA , EQUIVALENTEAZUCARESSINGRASA , EQUIVALENTEACEITESYGRASASCONPROTEINAS , EQUIVALENTEACEITESYGRASAS , CALCIOMG , EQUIVALENTEVERDURAS , COLESTEROLMG , EQUIVALENTEAOAMUYBAJOSENGRASA , SODIOMG , AGSATURADOSG , KILOCALORIAS , EQUIVALENTEAOAALTOENGRASA , FIBRAG , HIERROMG , EQUIVALENTEFRUTAS , EQUIVALENTELEGUMINOSAS , EQUIVALENTECEREALESSINGRASA , EQUIVALENTELECHEENTERA , EQUIVALENTECEREALESCONGRASA , EQUIVALENTELECHECONAZUCAR , ACIDOFOLICOG , EQUIVALENTEAOABAJOENGRASA , EQUIVALENTEAOAMODERADOSENGRASA
28 , 20 , 84 , 134 , 180 , 198 , 295 , " (1) [0,1] " , " (3.16667) [3,4] " , " (1) [1,2] " , " (3.16667) [3,4] " , " (1149.91) [42000,72800] " , " (2.26667) [1,3] " , " (212.06) [50,455] " , " (1.5) [1,2] " , " (2756.74) [1000,4000] " , " (6.15) [0,7] " , " (2204.41) [2000,2350] " , " (1.66667) [1,2] " , " (25.5854) [15,30] " , " (11.6417) [616,1008] " , " (2.01961) [2,4] " , " (1.5) [1,2] " , " (8.9) [8,9] " , " (1.5) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (129.477) [8400,44800] " , " (1.75) [1,2] " , " (1.76667) [1,2] "
29 , 18 , 99 , 118 , 156 , 218 , 246 , " (0) [0,1] " , " (3.46667) [3,4] " , " (1) [1,2] " , " (3.5) [3,4] " , " (990.057) [42000,72800] " , " (2.91667) [1,3] " , " (155.135) [50,455] " , " (2) [1,2] " , " (2160.03) [1000,4000] " , " (4.9) [0,7] " , " (2228.85) [2000,2350] " , " (1.6) [1,2] " , " (28.3433) [15,30] " , " (10.995) [616,1008] " , " (3) [2,4] " , " (1) [1,2] " , " (8.8) [8,9] " , " (1.85) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (260.572) [8400,44800] " , " (1.25) [1,2] " , " (1.76667) [1,2] "
30 , 11 , 110 , 128 , 175 , 227 , 260 , " (0.3) [0,1] " , " (3.33333) [3,4] " , " (1) [1,2] " , " (4) [3,4] " , " (1116.45) [42000,72800] " , " (2.36667) [1,3] " , " (440.125) [50,455] " , " (1.5) [1,2] " , " (3733.16) [1000,4000] " , " (2.6) [0,7] " , " (2117.5) [2000,2350] " , " (1.33333) [1,2] " , " (20.2962) [15,30] " , " (14.8833) [616,1008] " , " (2.5) [2,4] " , " (1.03571) [1,2] " , " (9) [8,9] " , " (1.95) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (155.485) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
31 , 20 , 95 , 119 , 177 , 235 , 243 , " (0) [0,1] " , " (3.66667) [3,4] " , " (1.33333) [1,2] " , " (3.6) [3,4] " , " (1307.15) [42000,72800] " , " (2.9) [1,3] " , " (188.167) [50,455] " , " (2) [1,2] " , " (1914.33) [1000,4000] " , " (5.18) [0,7] " , " (2106.57) [2000,2350] " , " (2) [1,2] " , " (27.725) [15,30] " , " (10.9767) [616,1008] " , " (2) [2,4] " , " (2) [1,2] " , " (8.05) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (193.955) [8400,44800] " , " (1.5) [1,2] " , " (1.91667) [1,2] "
32 , 66 , 92 , 132 , 137 , 192 , 285 , " (0) [0,1] " , " (3.55) [3,4] " , " (1) [1,2] " , " (3.45) [3,4] " , " (953.185) [42000,72800] " , " (3) [1,3] " , " (321.695) [50,455] " , " (2) [1,2] " , " (2685.71) [1000,4000] " , " (2.25) [0,7] " , " (2307.15) [2000,2350] " , " (2) [1,2] " , " (28.6806) [15,30] " , " (11.965) [616,1008] " , " (2.17961) [2,4] " , " (1.94571) [1,2] " , " (8.55) [8,9] " , " (1.15) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (135.311) [8400,44800] " , " (2) [1,2] " , " (1.95) [1,2] "
33 , 19 , 96 , 133 , 185 , 235 , 295 , " (0) [0,1] " , " (3.66667) [3,4] " , " (1) [1,2] " , " (3.86667) [3,4] " , " (765.11) [42000,72800] " , " (2.96667) [1,3] " , " (450.217) [50,455] " , " (1) [1,2] " , " (2058.52) [1000,4000] " , " (5.34) [0,7] " , " (2066.83) [2000,2350] " , " (1) [1,2] " , " (29.9517) [15,30] " , " (11.12) [616,1008] " , " (2.76667) [2,4] " , " (1.5) [1,2] " , " (8.4) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (290.36) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
34 , 20 , 86 , 130 , 184 , 234 , 246 , " (0) [0,1] " , " (3.46667) [3,4] " , " (2) [1,2] " , " (3.06667) [3,4] " , " (940.793) [42000,72800] " , " (2) [1,3] " , " (207.502) [50,455] " , " (2) [1,2] " , " (2866.34) [1000,4000] " , " (4.32) [0,7] " , " (2215.31) [2000,2350] " , " (1) [1,2] " , " (26.0275) [15,30] " , " (10.0333) [616,1008] " , " (3.325) [2,4] " , " (1.5) [1,2] " , " (8.4) [8,9] " , " (1.85) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (166.115) [8400,44800] " , " (1) [1,2] " , " (1.76667) [1,2] "
35 , 11 , 112 , 131 , 147 , 193 , 260 , " (0) [0,1] " , " (3.33333) [3,4] " , " (1.33333) [1,2] " , " (3.08333) [3,4] " , " (910.51) [42000,72800] " , " (2.56) [1,3] " , " (430.117) [50,455] " , " (2) [1,2] " , " (3831.25) [1000,4000] " , " (4.78333) [0,7] " , " (2111.46) [2000,2350] " , " (1.6) [1,2] " , " (22.3183) [15,30] " , " (11.66) [616,1008] " , " (2.28333) [2,4] " , " (1.25) [1,2] " , " (8.5) [8,9] " , " (2) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (123.013) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
36 , 24 , 99 , 117 , 180 , 192 , 294 , " (1) [0,1] " , " (3.16667) [3,4] " , " (1.66667) [1,2] " , " (3.3) [3,4] " , " (849.95) [42000,72800] " , " (1.70833) [1,3] " , " (228.85) [50,455] " , " (1.5) [1,2] " , " (2152.65) [1000,4000] " , " (6.94) [0,7] " , " (2271.78) [2000,2350] " , " (1.6) [1,2] " , " (27.2892) [15,30] " , " (12.325) [616,1008] " , " (3) [2,4] " , " (1.5) [1,2] " , " (9) [8,9] " , " (1.4) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (220.438) [8400,44800] " , " (1.75) [1,2] " , " (1) [1,2] "
37 , 66 , 95 , 121 , 175 , 235 , 274 , " (0) [0,1] " , " (3.33333) [3,4] " , " (1.66667) [1,2] " , " (3.1) [3,4] " , " (738.683) [42000,72800] " , " (2.31667) [1,3] " , " (213.133) [50,455] " , " (1.5) [1,2] " , " (2470.95) [1000,4000] " , " (2.38) [0,7] " , " (2090.39) [2000,2350] " , " (1.33333) [1,2] " , " (26.6566) [15,30] " , " (11.72) [616,1008] " , " (2.66) [2,4] " , " (1.23143) [1,2] " , " (8.9) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (146.797) [8400,44800] " , " (1.75) [1,2] " , " (1.5) [1,2] "
38 , 31 , 107 , 129 , 184 , 214 , 280 , " (0.333333) [0,1] " , " (3.66667) [3,4] " , " (1) [1,2] " , " (3.7) [3,4] " , " (1189.9) [42000,72800] " , " (1.69167) [1,3] " , " (269) [50,455] " , " (2) [1,2] " , " (3972.73) [1000,4000] " , " (3.86) [0,7] " , " (2221.9) [2000,2350] " , " (1.33333) [1,2] " , " (23.015) [15,30] " , " (11.3) [616,1008] " , " (3.2) [2,4] " , " (1.25) [1,2] " , " (8.5) [8,9] " , " (1.1) [1,2] " , " (2.33333) [2,3] " , " (0) [0,1] " , " (187.229) [8400,44800] " , " (2) [1,2] " , " (2) [1,2] "
39 , 11 , 88 , 125 , 143 , 211 , 283 , " (0) [0,1] " , " (3.56667) [3,4] " , " (1) [1,2] " , " (3.95) [3,4] " , " (1048.9) [42000,72800] " , " (2.57667) [1,3] " , " (448.075) [50,455] " , " (2) [1,2] " , " (3273.23) [1000,4000] " , " (1.96) [0,7] " , " (2169.96) [2000,2350] " , " (1.4) [1,2] " , " (28.3883) [15,30] " , " (11.9) [616,1008] " , " (2.66667) [2,4] " , " (1.75) [1,2] " , " (8.5) [8,9] " , " (1.65) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (151.538) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
40 , 18 , 84 , 128 , 149 , 235 , 267 , " (0) [0,1] " , " (4) [3,4] " , " (2) [1,2] " , " (3) [3,4] " , " (975) [42000,72800] " , " (2.7) [1,3] " , " (178.026) [50,455] " , " (1.71429) [1,2] " , " (3610.78) [1000,4000] " , " (2.1) [0,7] " , " (2107.19) [2000,2350] " , " (1.5) [1,2] " , " (22.7762) [15,30] " , " (13.2186) [616,1008] " , " (2) [2,4] " , " (1.28571) [1,2] " , " (8.3) [8,9] " , " (1) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (157.657) [8400,44800] " , " (2) [1,2] " , " (1.66667) [1,2] "
41 , 20 , 92 , 132 , 177 , 221 , 260 , " (0) [0,1] " , " (3.16667) [3,4] " , " (2) [1,2] " , " (3.6) [3,4] " , " (1386.41) [42000,72800] " , " (2.28333) [1,3] " , " (196.828) [50,455] " , " (2) [1,2] " , " (1607.67) [1000,4000] " , " (5.58) [0,7] " , " (2184.07) [2000,2350] " , " (1) [1,2] " , " (26.8712) [15,30] " , " (10.495) [616,1008] " , " (2.5) [2,4] " , " (1.78571) [1,2] " , " (8.8) [8,9] " , " (1.75) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (173.482) [8400,44800] " , " (1.25) [1,2] " , " (1.86667) [1,2] "
42 , 66 , 99 , 119 , 175 , 192 , 274 , " (0) [0,1] " , " (3.83333) [3,4] " , " (1.33333) [1,2] " , " (3.5) [3,4] " , " (665.675) [42000,72800] " , " (1.925) [1,3] " , " (217.975) [50,455] " , " (1.5) [1,2] " , " (2382.81) [1000,4000] " , " (2.9) [0,7] " , " (2227.21) [2000,2350] " , " (1.6) [1,2] " , " (25.6148) [15,30] " , " (11.845) [616,1008] " , " (2.66) [2,4] " , " (1.16) [1,2] " , " (8.9) [8,9] " , " (1.15) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (193.362) [8400,44800] " , " (2) [1,2] " , " (1.75) [1,2] "
43 , 29 , 96 , 133 , 152 , 235 , 285 , " (0) [0,1] " , " (3.71667) [3,4] " , " (1.07143) [1,2] " , " (3.26667) [3,4] " , " (787.425) [42000,72800] " , " (2.61667) [1,3] " , " (453.157) [50,455] " , " (1.6) [1,2] " , " (3458.98) [1000,4000] " , " (3.85571) [0,7] " , " (2124.85) [2000,2350] " , " (1.66667) [1,2] " , " (26.0433) [15,30] " , " (31.7517) [616,1008] " , " (2.83333) [2,4] " , " (1.5) [1,2] " , " (8.4) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (188.338) [8400,44800] " , " (2) [1,2] " , " (1.75) [1,2] "
44 , 78 , 81 , 130 , 137 , 214 , 286 , " (0) [0,1] " , " (3) [3,4] " , " (1.5) [1,2] " , " (3.75) [3,4] " , " (678.117) [42000,72800] " , " (2.95) [1,3] " , " (299.592) [50,455] " , " (2) [1,2] " , " (3226.59) [1000,4000] " , " (4.7) [0,7] " , " (2151.55) [2000,2350] " , " (1) [1,2] " , " (23.2623) [15,30] " , " (8.17333) [616,1008] " , " (2.64608) [2,4] " , " (1) [1,2] " , " (8.2) [8,9] " , " (1.25) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (116.751) [8400,44800] " , " (2) [1,2] " , " (2) [1,2] "
45 , 11 , 111 , 124 , 151 , 235 , 277 , " (0) [0,1] " , " (3.66667) [3,4] " , " (1) [1,2] " , " (4) [3,4] " , " (892.73) [42000,72800] " , " (2.58667) [1,3] " , " (443.66) [50,455] " , " (1) [1,2] " , " (2892.11) [1000,4000] " , " (2.3) [0,7] " , " (2044.11) [2000,2350] " , " (1.33333) [1,2] " , " (29.6917) [15,30] " , " (12.2633) [616,1008] " , " (2.16667) [2,4] " , " (1.75) [1,2] " , " (8.25) [8,9] " , " (1.2) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (294.932) [8400,44800] " , " (2) [1,2] " , " (1.6) [1,2] "
46 , 20 , 95 , 117 , 175 , 214 , 260 , " (0) [0,1] " , " (3.33333) [3,4] " , " (2) [1,2] " , " (3.65) [3,4] " , " (964.06) [42000,72800] " , " (1.71667) [1,3] " , " (177.092) [50,455] " , " (1.5) [1,2] " , " (2251.04) [1000,4000] " , " (5.02) [0,7] " , " (2158.4) [2000,2350] " , " (1.33333) [1,2] " , " (23.4917) [15,30] " , " (12.97) [616,1008] " , " (2.83333) [2,4] " , " (1.5) [1,2] " , " (8.9) [8,9] " , " (1.75) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (148.365) [8400,44800] " , " (1.25) [1,2] " , " (1.66667) [1,2] "
47 , 8 , 86 , 128 , 184 , 235 , 247 , " (0) [0,1] " , " (3.21667) [3,4] " , " (2) [1,2] " , " (3.5) [3,4] " , " (888.55) [42000,72800] " , " (2.91667) [1,3] " , " (452.85) [50,455] " , " (2) [1,2] " , " (2805.51) [1000,4000] " , " (3.09) [0,7] " , " (2178.48) [2000,2350] " , " (2) [1,2] " , " (26.7059) [15,30] " , " (11.86) [616,1008] " , " (2.18529) [2,4] " , " (1.78571) [1,2] " , " (8.4) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (206.371) [8400,44800] " , " (1.5) [1,2] " , " (1.5) [1,2] "
48 , 18 , 84 , 118 , 156 , 227 , 246 , " (0) [0,1] " , " (3.46667) [3,4] " , " (1) [1,2] " , " (3.16667) [3,4] " , " (1094.31) [42000,72800] " , " (2.65833) [1,3] " , " (186.285) [50,455] " , " (2) [1,2] " , " (3524.1) [1000,4000] " , " (3.2) [0,7] " , " (2176.08) [2000,2350] " , " (1) [1,2] " , " (27.6875) [15,30] " , " (11.62) [616,1008] " , " (3.16667) [2,4] " , " (1) [1,2] " , " (8.3) [8,9] " , " (1.85) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (171.657) [8400,44800] " , " (2) [1,2] " , " (1.76667) [1,2] "
49 , 11 , 107 , 119 , 160 , 226 , 283 , " (0) [0,1] " , " (3.06667) [3,4] " , " (1) [1,2] " , " (4) [3,4] " , " (881.575) [42000,72800] " , " (2.61667) [1,3] " , " (437.225) [50,455] " , " (2) [1,2] " , " (3064.61) [1000,4000] " , " (5.2) [0,7] " , " (2027.75) [2000,2350] " , " (1) [1,2] " , " (25.8367) [15,30] " , " (11.8917) [616,1008] " , " (3.08333) [2,4] " , " (1.25) [1,2] " , " (8.5) [8,9] " , " (1.05) [1,2] " , " (2.33333) [2,3] " , " (0) [0,1] " , " (176.497) [8400,44800] " , " (1.5) [1,2] " , " (1.75) [1,2] "
50 , 31 , 96 , 129 , 145 , 214 , 267 , " (0.333333) [0,1] " , " (3.66667) [3,4] " , " (1) [1,2] " , " (3.75) [3,4] " , " (1151.85) [42000,72800] " , " (2.14167) [1,3] " , " (179.7) [50,455] " , " (1) [1,2] " , " (3100.83) [1000,4000] " , " (4.1) [0,7] " , " (2149.57) [2000,2350] " , " (1.16667) [1,2] " , " (26.6117) [15,30] " , " (12.0167) [616,1008] " , " (3.2) [2,4] " , " (1.5) [1,2] " , " (8.5) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (327.741) [8400,44800] " , " (2) [1,2] " , " (2) [1,2] "
51 , 66 , 99 , 121 , 175 , 192 , 274 , " (0) [0,1] " , " (3.83333) [3,4] " , " (1) [1,2] " , " (3.5) [3,4] " , " (662.3) [42000,72800] " , " (2.175) [1,3] " , " (198.475) [50,455] " , " (1.5) [1,2] " , " (2277.95) [1000,4000] " , " (2.2) [0,7] " , " (2197.34) [2000,2350] " , " (1.6) [1,2] " , " (28.5091) [15,30] " , " (11.62) [616,1008] " , " (2.66) [2,4] " , " (1.23143) [1,2] " , " (8.9) [8,9] " , " (1.15) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (199.522) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
52 , 11 , 105 , 124 , 151 , 235 , 277 , " (0) [0,1] " , " (3.66667) [3,4] " , " (1) [1,2] " , " (3) [3,4] " , " (706.63) [42000,72800] " , " (2.89667) [1,3] " , " (445.46) [50,455] " , " (1) [1,2] " , " (2982.91) [1000,4000] " , " (1.7) [0,7] " , " (2043.52) [2000,2350] " , " (2) [1,2] " , " (27.035) [15,30] " , " (10.53) [616,1008] " , " (2) [2,4] " , " (1.75) [1,2] " , " (8.25) [8,9] " , " (1.2) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (168.665) [8400,44800] " , " (2) [1,2] " , " (1.6) [1,2] "
53 , 60 , 88 , 128 , 180 , 216 , 280 , " (1) [0,1] " , " (3.06667) [3,4] " , " (2) [1,2] " , " (3.9) [3,4] " , " (1215.75) [42000,72800] " , " (2.71667) [1,3] " , " (231.85) [50,455] " , " (1.5) [1,2] " , " (3284.22) [1000,4000] " , " (4.42) [0,7] " , " (2168.37) [2000,2350] " , " (1.06667) [1,2] " , " (20.0845) [15,30] " , " (11.0417) [616,1008] " , " (2.33333) [2,4] " , " (1.03571) [1,2] " , " (9) [8,9] " , " (1) [1,2] " , " (2) [2,3] " , " (0) [0,1] " , " (190.807) [8400,44800] " , " (1.25) [1,2] " , " (2) [1,2] "
54 , 57 , 95 , 117 , 143 , 214 , 260 , " (0) [0,1] " , " (3.16667) [3,4] " , " (2) [1,2] " , " (3.15) [3,4] " , " (753.633) [42000,72800] " , " (2.64333) [1,3] " , " (337.183) [50,455] " , " (2) [1,2] " , " (2207.71) [1000,4000] " , " (4.82) [0,7] " , " (2025.24) [2000,2350] " , " (1.33333) [1,2] " , " (28.2624) [15,30] " , " (11.3333) [616,1008] " , " (3.78571) [2,4] " , " (1) [1,2] " , " (8) [8,9] " , " (1) [1,2] " , " (2.66667) [2,3] " , " (0) [0,1] " , " (181.325) [8400,44800] " , " (1.25) [1,2] " , " (1) [1,2] "
55 , 8 , 84 , 130 , 175 , 192 , 289 , " (0) [0,1] " , " (3.83333) [3,4] " , " (1.33333) [1,2] " , " (4) [3,4] " , " (1095.02) [42000,72800] " , " (2.73333) [1,3] " , " (427.142) [50,455] " , " (1.5) [1,2] " , " (3749.33) [1000,4000] " , " (2) [0,7] " , " (2160.72) [2000,2350] " , " (1.70667) [1,2] " , " (23.953) [15,30] " , " (14.8) [616,1008] " , " (2.73529) [2,4] " , " (1.5) [1,2] " , " (8.5) [8,9] " , " (1.15) [1,2] " , " (3) [2,3] " , " (0) [0,1] " , " (169.696) [8400,44800] " , " (2) [1,2] " , " (1.5) [1,2] "
56 , 11 , 107 , 119 , 180 , 218 , 247 , " (1) [0,1] " , " (3.21667) [3,4] " , " (1.33333) [1,2] " , " (3.43333) [3,4] " , " (874.375) [42000,72800] " , " (1.28333) [1,3] " , " (416.475) [50,455] " , " (1.5) [1,2] " , " (2467.6) [1000,4000] " , " (5.77) [0,7] " , " (2012.13) [2000,2350] " , " (1) [1,2] " , " (21.2783) [15,30] " , " (9.90167) [616,1008] " , " (2.75) [2,4] " , " (1.25) [1,2] " , " (8.9) [8,9] " , " (1.05) [1,2] " , " (2.33333) [2,3] " , " (0) [0,1] " , " (64.3333) [8400,44800] " , " (1) [1,2] " , " (1.75) [1,2] "
